review,aspect,key_aspect,count,product
1 the size is a little bit bigger than the ipod and it weighs a little bit more,little bit,little bit,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the size is small just a little bit bigger than an ipod ,little bit,little bit,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the memory will hold an amazing amount of songs my entire collection of cds will all fit on this great little tiny piece of digital fun,little piece,little bit,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the controls are somewhat harder to use than the ipod but i have gotten use to them and even at the beginning did not think would justify the huge difference in price,harder controls,harder controls,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the controls are somewhat harder to use and there are some oddities about the software tagging system but most people can live with this,harder controls,harder controls,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the other controls are all very easy to use,easy controls,harder controls,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the controls on the player are very simple no need for a manual,simple controls,harder controls,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the only thing i would complain about the zen xtra is that the controls are not as easy as the ipods or as sexy looking,not easy controls,harder controls,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the free i did not know they still did that carrying case is really protective and to me its the only accessory you need except good headphones ,good headphones,good headphones,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the headphones are not the best but you can really expect much out of the small headphones you insert in the ear cavity,small headphones,good headphones,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
 does not provide enough volume when connected to larger headphones or external receivers car radio ,larger headphones,good headphones,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
1 great sound 98db signaltonoise ratio beats ipods unspecified ratio and good power output allow the zen xtra to drive large headphones as well as external speakers,large headphones,good headphones,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
you are going to need to buy new headphones the stock ones suck,new headphones,good headphones,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
having usb 20 makes for very fast transfers,fast transfers,fast transfers,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
4 usb 20 means fast data transfers 1 song sec ,fast transfers,fast transfers,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
much cheaper than ipod good looking player beautiful blue backlit screen if you have read about the player some have complained about the lack of a viewing hole for the face when the case is on but this is good because the face does not get damaged scratched fast transfer rate,fast transfer,fast transfers,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
transfers are surprisingly quick through usb 20,quick transfers,fast transfers,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
file transfers are fast nearly a song per second via usb 20,fast file transfers,fast transfers,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
my favorite thing about the nomad is the eax feature,eax feature,eax feature,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
headphones suck i would invest in some cool ones since it has the eax feature,eax feature,eax feature,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the eax settings are somewhat superfluous but not really a negative,eax settings,eax feature,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the eax sound enhancement feature did not do enough for me and the custom eq was a limited 5 band eq,not eax feature,eax feature,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the eax features are pretty cool as well as creative has included a number of eq adjustments that for example compensate for the extraneous noise encountered in a car or on a train,cool eax features,eax feature,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the screen is very easy to read and the blue light is bright enough to read at night but dim enough so it does not blind you when you stare too long,blue light,blue light,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
it has a clear blue light that allows you to see everything on the screen easily,blue light,blue light,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
now here is the stuff you should know starting with the good things the screen is really big and the blue light in the back is perfect fast as hell in music transfer controls are easy to use after mastering the scroll button great sound and i have heard many mp3 players a ton of different equilizer type deals on here,blue light,blue light,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
it has a clear blue light that allows you to see everything on the screen easily,clear light,blue light,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the screen is very easy to read and the blue light is bright enough to read at night but dim enough so it does not blind you when you stare too long,bright light,blue light,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the sound is awesome but if you put it too loud depends on yoursound quality the sound might crack,awesome sound,awesome sound,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
once again the sound is awesome the batterly life is only 68 hours and that is because all my music is 320 kbps which does affect the battery life,awesome sound,awesome sound,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
creative are the sound people for computers i cannot understand why eax would introduce static,sound people,awesome sound,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
i loved this product when i first got it great sound easy to use even though i agree that the software was not the best and held enough songs to suit any mood,easy sound,awesome sound,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the sound from the player is ok,ok sound,awesome sound,5,Creative Labs Nomad Jukebox Zen Xtra 40GB
the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case,resistant case,protective carrying case,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
at the very least a sturdier more protective carrying case would be nice,protective carrying,protective carrying case,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
the free i did not know they still did that carrying case is really protective and to me its the only accessory you need except good headphones ,protective carrying case,protective carrying case,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
 protective case completely useless as is since it obscures display window,protective case,protective carrying case,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
 does not recognize player at random times despite being connected and displaying players library,random times,more times,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
in fact it caused my system to hang more times than not so i uninstalled it and stuck with mediasource 100 ,more times,more times,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
i have also had the nomad zen lockup several times,several times,more times,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
however the main reason i am not satisfied with this product is the fact that it will lock up at odd times,odd times,more times,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
its really a shame because otherwise creative mp3 players are very good and have the best sound quality of any players on the market,creative players,many players,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
in fact each of my creative mp3 players had software problem in the first place,creative players,many players,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
before asking for the zen xtra specifically for christmas i researched many different mp3 players but finally decided on this one and now that i have it i could not be happier and i am convinced its the best one out there,many players,many players,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
now here is the stuff you should know starting with the good things the screen is really big and the blue light in the back is perfect fast as hell in music transfer controls are easy to use after mastering the scroll button great sound and i have heard many mp3 players a ton of different equilizer type deals on here,many players,many players,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
my gut tells me the nomad will in the long run be at best a 40gb portable hard drive albeit one on which i cannot create folders or at worst a very expensive lesson in companies never to buy products from again i have their audigy sound card and find it in many ways equally frustrating ,many ways,many others,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
enough people have reported that their headphone jack does not work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem,enough people,many others,4,Creative Labs Nomad Jukebox Zen Xtra 40GB
